plan_id,provider_id,network_status,effective_date,termination_date,last_verified_date,source_system
SYN-MA-HMO-01,PRV0035,IN_NETWORK,2026-01-01,,2026-04-28,PROVIDER_NETWORK_CONTRACTING
SYN-MA-HMO-01,PRV0036,IN_NETWORK,2026-01-01,,2026-06-04,PROVIDER_NETWORK_CONTRACTING
SYN-MA-HMO-01,PRV0037,IN_NETWORK,2026-01-01,,2026-03-26,PROVIDER_NETWORK_CONTRACTING
SYN-MA-HMO-01,PRV0038,IN_NETWORK,2026-01-01,,2026-04-25,PROVIDER_NETWORK_CONTRACTING
SYN-MA-HMO-01,PRV0039,IN_NETWORK,2026-01-01,,2026-04-01,PROVIDER_NETWORK_CONTRACTING
SYN-MA-HMO-01,PRV0040,IN_NETWORK,2026-01-01,,2026-07-19,PROVIDER_NETWORK_CONTRACTING
SYN-MA-HMO-01,PRV0041,IN_NETWORK,2026-01-01,,2026-06-30,PROVIDER_NETWORK_CONTRACTING
SYN-MA-HMO-01,PRV0042,IN_NETWORK,2026-01-01,,2026-07-06,PROVIDER_NETWORK_CONTRACTING
SYN-MA-HMO-01,PRV0043,IN_NETWORK,2026-01-01,,2026-05-28,PROVIDER_NETWORK_CONTRACTING
SYN-MA-HMO-01,PRV0044,IN_NETWORK,2026-01-01,,2026-07-29,PROVIDER_NETWORK_CONTRACTING
SYN-MA-HMO-01,PRV0045,OUT_OF_NETWORK,2026-01-01,,2026-06-18,PROVIDER_NETWORK_CONTRACTING
SYN-MA-HMO-01,PRV0046,IN_NETWORK,2026-01-01,,2026-05-09,PROVIDER_NETWORK_CONTRACTING
SYN-MA-HMO-01,PRV0047,IN_NETWORK,2026-01-01,,2026-04-07,PROVIDER_NETWORK_CONTRACTING
SYN-MA-HMO-01,PRV0048,IN_NETWORK,2026-01-01,,2026-05-08,PROVIDER_NETWORK_CONTRACTING
SYN-MA-HMO-01,PRV0049,IN_NETWORK,2026-01-01,,2026-05-08,PROVIDER_NETWORK_CONTRACTING
SYN-MA-HMO-01,PRV0050,IN_NETWORK,2026-01-01,,2026-06-04,PROVIDER_NETWORK_CONTRACTING
SYN-MA-HMO-01,PRV0051,IN_NETWORK,2026-01-01,,2026-06-27,PROVIDER_NETWORK_CONTRACTING
SYN-MA-HMO-01,PRV0052,IN_NETWORK,2026-01-01,,2026-05-07,PROVIDER_NETWORK_CONTRACTING
SYN-MA-HMO-01,PRV0053,IN_NETWORK,2026-01-01,,2026-03-27,PROVIDER_NETWORK_CONTRACTING
SYN-MA-HMO-01,PRV0054,IN_NETWORK,2026-01-01,,2026-03-27,PROVIDER_NETWORK_CONTRACTING
SYN-MA-HMO-01,PRV0055,IN_NETWORK,2026-01-01,,2026-04-26,PROVIDER_NETWORK_CONTRACTING
SYN-MA-HMO-01,PRV0056,IN_NETWORK,2026-01-01,,2026-07-26,PROVIDER_NETWORK_CONTRACTING
SYN-MA-HMO-01,PRV0057,IN_NETWORK,2026-01-01,,2026-08-20,PROVIDER_NETWORK_CONTRACTING
SYN-MA-HMO-01,PRV0058,OUT_OF_NETWORK,2026-01-01,,2026-08-20,PROVIDER_NETWORK_CONTRACTING
SYN-MA-HMO-01,PRV0059,OUT_OF_NETWORK,2026-01-01,,2026-03-31,PROVIDER_NETWORK_CONTRACTING
SYN-MA-HMO-01,PRV0060,IN_NETWORK,2026-01-01,,2026-08-20,PROVIDER_NETWORK_CONTRACTING
SYN-MA-HMO-01,PRV0061,OUT_OF_NETWORK,2026-01-01,,2026-06-22,PROVIDER_NETWORK_CONTRACTING
SYN-MA-HMO-01,PRV0062,IN_NETWORK,2026-01-01,,2026-07-04,PROVIDER_NETWORK_CONTRACTING
SYN-MA-HMO-01,PRV0063,IN_NETWORK,2026-01-01,,2026-05-31,PROVIDER_NETWORK_CONTRACTING
SYN-MA-HMO-01,PRV0064,IN_NETWORK,2026-01-01,,2026-05-29,PROVIDER_NETWORK_CONTRACTING
SYN-MA-HMO-01,PRV0065,IN_NETWORK,2026-01-01,,2026-06-06,PROVIDER_NETWORK_CONTRACTING
SYN-MA-HMO-01,PRV0066,IN_NETWORK,2026-01-01,,2026-04-26,PROVIDER_NETWORK_CONTRACTING
SYN-MA-HMO-01,PRV0067,IN_NETWORK,2026-01-01,,2026-05-25,PROVIDER_NETWORK_CONTRACTING
SYN-MA-HMO-01,PRV0068,UNKNOWN,2026-01-01,,2026-04-27,PROVIDER_NETWORK_CONTRACTING
SYN-MA-HMO-01,PRV0069,OUT_OF_NETWORK,2026-01-01,,2026-05-21,PROVIDER_NETWORK_CONTRACTING
SYN-MA-HMO-01,PRV0070,OUT_OF_NETWORK,2026-01-01,,2026-07-08,PROVIDER_NETWORK_CONTRACTING
SYN-MA-HMO-01,PRV0071,IN_NETWORK,2026-01-01,,2026-04-10,PROVIDER_NETWORK_CONTRACTING
SYN-MA-HMO-01,PRV0072,IN_NETWORK,2026-01-01,,2026-08-06,PROVIDER_NETWORK_CONTRACTING
SYN-MA-HMO-01,PRV0073,IN_NETWORK,2026-01-01,,2026-06-13,PROVIDER_NETWORK_CONTRACTING
SYN-MA-HMO-01,PRV0074,IN_NETWORK,2026-01-01,,2026-04-18,PROVIDER_NETWORK_CONTRACTING
SYN-MA-HMO-01,PRV0075,IN_NETWORK,2026-01-01,,2026-06-19,PROVIDER_NETWORK_CONTRACTING
SYN-MA-HMO-01,PRV0076,IN_NETWORK,2026-01-01,,2026-07-12,PROVIDER_NETWORK_CONTRACTING
SYN-MA-HMO-01,PRV0077,IN_NETWORK,2026-01-01,,2026-04-12,PROVIDER_NETWORK_CONTRACTING
SYN-MA-HMO-01,PRV0078,IN_NETWORK,2026-01-01,,2026-07-19,PROVIDER_NETWORK_CONTRACTING
SYN-MA-HMO-01,PRV0079,OUT_OF_NETWORK,2026-01-01,,2026-07-03,PROVIDER_NETWORK_CONTRACTING
SYN-MA-HMO-01,PRV0080,UNKNOWN,2026-01-01,,2026-06-16,PROVIDER_NETWORK_CONTRACTING
SYN-MA-HMO-01,PRV0081,IN_NETWORK,2026-01-01,,2026-06-30,PROVIDER_NETWORK_CONTRACTING
SYN-MA-HMO-01,PRV0082,OUT_OF_NETWORK,2026-01-01,,2026-07-28,PROVIDER_NETWORK_CONTRACTING
SYN-MA-HMO-01,PRV0083,UNKNOWN,2026-01-01,,2026-06-26,PROVIDER_NETWORK_CONTRACTING
SYN-MA-HMO-01,PRV0084,IN_NETWORK,2026-01-01,,2026-05-02,PROVIDER_NETWORK_CONTRACTING
SYN-MA-HMO-01,PRV0085,IN_NETWORK,2026-01-01,,2026-07-21,PROVIDER_NETWORK_CONTRACTING
SYN-MA-HMO-01,PRV0086,IN_NETWORK,2026-01-01,,2026-08-27,PROVIDER_NETWORK_CONTRACTING
SYN-MA-HMO-01,PRV0087,IN_NETWORK,2026-01-01,,2026-05-29,PROVIDER_NETWORK_CONTRACTING
SYN-MA-HMO-01,PRV0088,IN_NETWORK,2026-01-01,,2026-06-18,PROVIDER_NETWORK_CONTRACTING
SYN-MA-HMO-01,PRV0089,IN_NETWORK,2026-01-01,,2026-05-07,PROVIDER_NETWORK_CONTRACTING
SYN-MA-HMO-01,PRV0090,IN_NETWORK,2026-01-01,,2026-05-29,PROVIDER_NETWORK_CONTRACTING
SYN-MA-PPO-02,PRV0001,IN_NETWORK,2026-01-01,,2026-04-22,PROVIDER_NETWORK_CONTRACTING
SYN-MA-PPO-02,PRV0002,IN_NETWORK,2026-01-01,,2026-07-15,PROVIDER_NETWORK_CONTRACTING
SYN-MA-PPO-02,PRV0003,IN_NETWORK,2026-01-01,,2026-08-20,PROVIDER_NETWORK_CONTRACTING
SYN-MA-PPO-02,PRV0004,PENDING_VERIFICATION,2026-01-01,,2026-05-01,PROVIDER_NETWORK_CONTRACTING
SYN-MA-PPO-02,PRV0005,IN_NETWORK,2026-01-01,,2026-07-16,PROVIDER_NETWORK_CONTRACTING
SYN-MA-PPO-02,PRV0006,IN_NETWORK,2026-01-01,,2026-05-21,PROVIDER_NETWORK_CONTRACTING
SYN-MA-PPO-02,PRV0007,IN_NETWORK,2026-01-01,,2026-03-31,PROVIDER_NETWORK_CONTRACTING
SYN-MA-PPO-02,PRV0008,IN_NETWORK,2026-01-01,,2026-04-27,PROVIDER_NETWORK_CONTRACTING
SYN-MA-PPO-02,PRV0009,IN_NETWORK,2026-01-01,,2026-04-21,PROVIDER_NETWORK_CONTRACTING
SYN-MA-PPO-02,PRV0010,OUT_OF_NETWORK,2026-01-01,,2026-08-26,PROVIDER_NETWORK_CONTRACTING
SYN-MA-PPO-02,PRV0011,IN_NETWORK,2026-01-01,,2026-07-29,PROVIDER_NETWORK_CONTRACTING
SYN-MA-PPO-02,PRV0012,IN_NETWORK,2026-01-01,,2026-04-28,PROVIDER_NETWORK_CONTRACTING
SYN-MA-PPO-02,PRV0013,IN_NETWORK,2026-01-01,,2026-04-06,PROVIDER_NETWORK_CONTRACTING
SYN-MA-PPO-02,PRV0014,UNKNOWN,2026-01-01,,2026-07-17,PROVIDER_NETWORK_CONTRACTING
SYN-MA-PPO-02,PRV0015,IN_NETWORK,2026-01-01,,2026-05-10,PROVIDER_NETWORK_CONTRACTING
SYN-MA-PPO-02,PRV0016,IN_NETWORK,2026-01-01,,2026-07-25,PROVIDER_NETWORK_CONTRACTING
SYN-MA-PPO-02,PRV0017,IN_NETWORK,2026-01-01,,2026-06-13,PROVIDER_NETWORK_CONTRACTING
SYN-MA-PPO-02,PRV0018,IN_NETWORK,2026-01-01,,2026-06-22,PROVIDER_NETWORK_CONTRACTING
SYN-MA-PPO-02,PRV0019,PENDING_VERIFICATION,2026-01-01,,2026-04-30,PROVIDER_NETWORK_CONTRACTING
SYN-MA-PPO-02,PRV0020,IN_NETWORK,2026-01-01,,2026-05-25,PROVIDER_NETWORK_CONTRACTING
SYN-MA-PPO-02,PRV0021,IN_NETWORK,2026-01-01,,2026-04-17,PROVIDER_NETWORK_CONTRACTING
SYN-MA-PPO-02,PRV0022,IN_NETWORK,2026-01-01,,2026-03-22,PROVIDER_NETWORK_CONTRACTING
SYN-MA-PPO-02,PRV0023,IN_NETWORK,2026-01-01,,2026-06-04,PROVIDER_NETWORK_CONTRACTING
SYN-MA-PPO-02,PRV0024,IN_NETWORK,2026-01-01,,2026-06-07,PROVIDER_NETWORK_CONTRACTING
SYN-MA-PPO-02,PRV0025,IN_NETWORK,2026-01-01,,2026-08-15,PROVIDER_NETWORK_CONTRACTING
SYN-MA-PPO-02,PRV0026,IN_NETWORK,2026-01-01,,2026-05-08,PROVIDER_NETWORK_CONTRACTING
SYN-MA-PPO-02,PRV0027,IN_NETWORK,2026-01-01,,2026-07-18,PROVIDER_NETWORK_CONTRACTING
SYN-MA-PPO-02,PRV0028,IN_NETWORK,2026-01-01,,2026-05-07,PROVIDER_NETWORK_CONTRACTING
SYN-MA-PPO-02,PRV0029,IN_NETWORK,2026-01-01,,2026-05-19,PROVIDER_NETWORK_CONTRACTING
SYN-MA-PPO-02,PRV0030,IN_NETWORK,2026-01-01,,2026-07-13,PROVIDER_NETWORK_CONTRACTING
SYN-MA-PPO-02,PRV0031,IN_NETWORK,2026-01-01,,2026-05-19,PROVIDER_NETWORK_CONTRACTING
SYN-MA-PPO-02,PRV0032,IN_NETWORK,2026-01-01,,2026-07-25,PROVIDER_NETWORK_CONTRACTING
SYN-MA-PPO-02,PRV0033,IN_NETWORK,2026-01-01,,2026-04-05,PROVIDER_NETWORK_CONTRACTING
SYN-MA-PPO-02,PRV0034,IN_NETWORK,2026-01-01,,2026-03-23,PROVIDER_NETWORK_CONTRACTING
SYN-MA-PPO-02,PRV0035,IN_NETWORK,2026-01-01,,2026-07-20,PROVIDER_NETWORK_CONTRACTING
SYN-MA-PPO-02,PRV0036,IN_NETWORK,2026-01-01,,2026-03-30,PROVIDER_NETWORK_CONTRACTING
SYN-MA-PPO-02,PRV0037,PENDING_VERIFICATION,2026-01-01,,2026-05-04,PROVIDER_NETWORK_CONTRACTING
SYN-MA-PPO-02,PRV0038,IN_NETWORK,2026-01-01,,2026-05-23,PROVIDER_NETWORK_CONTRACTING
SYN-MA-PPO-02,PRV0039,IN_NETWORK,2026-01-01,,2026-07-25,PROVIDER_NETWORK_CONTRACTING
SYN-MA-PPO-02,PRV0040,IN_NETWORK,2026-01-01,,2026-05-09,PROVIDER_NETWORK_CONTRACTING
SYN-MA-PPO-02,PRV0041,IN_NETWORK,2026-01-01,,2026-06-10,PROVIDER_NETWORK_CONTRACTING
SYN-MA-PPO-02,PRV0042,IN_NETWORK,2026-01-01,,2026-07-16,PROVIDER_NETWORK_CONTRACTING
SYN-MA-PPO-02,PRV0043,IN_NETWORK,2026-01-01,,2026-04-14,PROVIDER_NETWORK_CONTRACTING
SYN-MA-PPO-02,PRV0044,IN_NETWORK,2026-01-01,,2026-07-04,PROVIDER_NETWORK_CONTRACTING
SYN-MA-PPO-02,PRV0045,IN_NETWORK,2026-01-01,,2026-07-20,PROVIDER_NETWORK_CONTRACTING
SYN-MA-PPO-02,PRV0046,IN_NETWORK,2026-01-01,,2026-07-02,PROVIDER_NETWORK_CONTRACTING
SYN-MA-PPO-02,PRV0047,OUT_OF_NETWORK,2026-01-01,,2026-06-25,PROVIDER_NETWORK_CONTRACTING
SYN-MA-PPO-02,PRV0048,IN_NETWORK,2026-01-01,,2026-07-07,PROVIDER_NETWORK_CONTRACTING
SYN-MA-PPO-02,PRV0049,IN_NETWORK,2026-01-01,,2026-07-06,PROVIDER_NETWORK_CONTRACTING
SYN-MA-PPO-02,PRV0050,IN_NETWORK,2026-01-01,,2026-03-27,PROVIDER_NETWORK_CONTRACTING
SYN-MA-PPO-02,PRV0051,IN_NETWORK,2026-01-01,,2026-04-17,PROVIDER_NETWORK_CONTRACTING
SYN-MA-PPO-02,PRV0052,OUT_OF_NETWORK,2026-01-01,,2026-08-20,PROVIDER_NETWORK_CONTRACTING
SYN-MA-PPO-02,PRV0053,IN_NETWORK,2026-01-01,,2026-08-05,PROVIDER_NETWORK_CONTRACTING
SYN-MA-PPO-02,PRV0054,IN_NETWORK,2026-01-01,,2026-08-12,PROVIDER_NETWORK_CONTRACTING
SYN-MA-PPO-02,PRV0055,OUT_OF_NETWORK,2026-01-01,,2026-05-16,PROVIDER_NETWORK_CONTRACTING
SYN-MA-PPO-02,PRV0056,IN_NETWORK,2026-01-01,,2026-06-17,PROVIDER_NETWORK_CONTRACTING
SYN-MA-PPO-02,PRV0057,IN_NETWORK,2026-01-01,,2026-04-03,PROVIDER_NETWORK_CONTRACTING
SYN-MA-PPO-02,PRV0058,IN_NETWORK,2026-01-01,,2026-04-28,PROVIDER_NETWORK_CONTRACTING
SYN-MA-PPO-02,PRV0059,IN_NETWORK,2026-01-01,,2026-08-20,PROVIDER_NETWORK_CONTRACTING
SYN-MA-PPO-02,PRV0060,IN_NETWORK,2026-01-01,,2026-07-24,PROVIDER_NETWORK_CONTRACTING
SYN-MA-PPO-02,PRV0061,PENDING_VERIFICATION,2026-01-01,,2026-08-20,PROVIDER_NETWORK_CONTRACTING
SYN-MA-PPO-02,PRV0062,IN_NETWORK,2026-01-01,,2026-05-22,PROVIDER_NETWORK_CONTRACTING
SYN-MA-PPO-02,PRV0063,IN_NETWORK,2026-01-01,,2026-06-29,PROVIDER_NETWORK_CONTRACTING
SYN-MA-PPO-02,PRV0064,IN_NETWORK,2026-01-01,,2026-07-03,PROVIDER_NETWORK_CONTRACTING
SYN-MA-PPO-02,PRV0065,IN_NETWORK,2026-01-01,,2026-05-18,PROVIDER_NETWORK_CONTRACTING
SYN-MA-PPO-02,PRV0066,IN_NETWORK,2026-01-01,,2026-07-10,PROVIDER_NETWORK_CONTRACTING
SYN-MA-PPO-02,PRV0067,IN_NETWORK,2026-01-01,,2026-07-13,PROVIDER_NETWORK_CONTRACTING
SYN-MA-PPO-02,PRV0068,IN_NETWORK,2026-01-01,,2026-07-24,PROVIDER_NETWORK_CONTRACTING
SYN-MA-PPO-02,PRV0069,IN_NETWORK,2026-01-01,,2026-06-24,PROVIDER_NETWORK_CONTRACTING
SYN-MA-PPO-02,PRV0070,IN_NETWORK,2026-01-01,,2026-06-20,PROVIDER_NETWORK_CONTRACTING
SYN-MA-PPO-02,PRV0071,IN_NETWORK,2026-01-01,,2026-05-27,PROVIDER_NETWORK_CONTRACTING
SYN-MA-PPO-02,PRV0072,IN_NETWORK,2026-01-01,,2026-07-15,PROVIDER_NETWORK_CONTRACTING
SYN-MA-PPO-02,PRV0073,IN_NETWORK,2026-01-01,,2026-05-31,PROVIDER_NETWORK_CONTRACTING
SYN-MA-PPO-02,PRV0074,IN_NETWORK,2026-01-01,,2026-04-30,PROVIDER_NETWORK_CONTRACTING
SYN-MA-PPO-02,PRV0075,IN_NETWORK,2026-01-01,,2026-06-02,PROVIDER_NETWORK_CONTRACTING
SYN-MA-PPO-02,PRV0076,IN_NETWORK,2026-01-01,,2026-04-07,PROVIDER_NETWORK_CONTRACTING
SYN-MA-PPO-02,PRV0077,IN_NETWORK,2026-01-01,,2026-04-23,PROVIDER_NETWORK_CONTRACTING
SYN-MA-PPO-02,PRV0078,IN_NETWORK,2026-01-01,,2026-05-13,PROVIDER_NETWORK_CONTRACTING
SYN-MA-PPO-02,PRV0079,IN_NETWORK,2026-01-01,,2026-08-27,PROVIDER_NETWORK_CONTRACTING
SYN-MA-PPO-02,PRV0080,IN_NETWORK,2026-01-01,,2026-08-26,PROVIDER_NETWORK_CONTRACTING
SYN-MA-PPO-02,PRV0081,IN_NETWORK,2026-01-01,,2026-04-09,PROVIDER_NETWORK_CONTRACTING
SYN-MA-PPO-02,PRV0082,IN_NETWORK,2026-01-01,,2026-04-22,PROVIDER_NETWORK_CONTRACTING
SYN-MA-PPO-02,PRV0083,IN_NETWORK,2026-01-01,,2026-03-25,PROVIDER_NETWORK_CONTRACTING
SYN-MA-PPO-02,PRV0084,UNKNOWN,2026-01-01,,2026-03-27,PROVIDER_NETWORK_CONTRACTING
SYN-MA-PPO-02,PRV0085,IN_NETWORK,2026-01-01,,2026-05-28,PROVIDER_NETWORK_CONTRACTING
SYN-MA-PPO-02,PRV0086,OUT_OF_NETWORK,2026-01-01,,2026-04-22,PROVIDER_NETWORK_CONTRACTING
SYN-MA-PPO-02,PRV0087,IN_NETWORK,2026-01-01,,2026-04-26,PROVIDER_NETWORK_CONTRACTING
SYN-MA-PPO-02,PRV0088,IN_NETWORK,2026-01-01,,2026-04-01,PROVIDER_NETWORK_CONTRACTING
SYN-MA-PPO-02,PRV0089,IN_NETWORK,2026-01-01,,2026-08-14,PROVIDER_NETWORK_CONTRACTING
SYN-MA-PPO-02,PRV0090,IN_NETWORK,2026-01-01,,2026-04-16,PROVIDER_NETWORK_CONTRACTING
SYN-DSNP-03,PRV0001,OUT_OF_NETWORK,2026-01-01,,2026-05-23,PROVIDER_NETWORK_CONTRACTING
SYN-DSNP-03,PRV0002,IN_NETWORK,2026-01-01,,2026-05-16,PROVIDER_NETWORK_CONTRACTING
SYN-DSNP-03,PRV0003,IN_NETWORK,2026-01-01,,2026-08-14,PROVIDER_NETWORK_CONTRACTING
SYN-DSNP-03,PRV0004,IN_NETWORK,2026-01-01,,2026-06-27,PROVIDER_NETWORK_CONTRACTING
SYN-DSNP-03,PRV0005,IN_NETWORK,2026-01-01,,2026-05-18,PROVIDER_NETWORK_CONTRACTING
SYN-DSNP-03,PRV0006,IN_NETWORK,2026-01-01,,2026-07-02,PROVIDER_NETWORK_CONTRACTING
SYN-DSNP-03,PRV0007,IN_NETWORK,2026-01-01,,2026-05-05,PROVIDER_NETWORK_CONTRACTING
SYN-DSNP-03,PRV0008,IN_NETWORK,2026-01-01,,2026-04-14,PROVIDER_NETWORK_CONTRACTING
SYN-DSNP-03,PRV0009,IN_NETWORK,2026-01-01,,2026-07-14,PROVIDER_NETWORK_CONTRACTING
SYN-DSNP-03,PRV0010,OUT_OF_NETWORK,2026-01-01,,2026-04-01,PROVIDER_NETWORK_CONTRACTING
SYN-DSNP-03,PRV0011,IN_NETWORK,2026-01-01,,2026-05-14,PROVIDER_NETWORK_CONTRACTING
SYN-DSNP-03,PRV0012,OUT_OF_NETWORK,2026-01-01,,2026-07-19,PROVIDER_NETWORK_CONTRACTING
SYN-DSNP-03,PRV0013,IN_NETWORK,2026-01-01,,2026-08-16,PROVIDER_NETWORK_CONTRACTING
SYN-DSNP-03,PRV0014,IN_NETWORK,2026-01-01,,2026-08-04,PROVIDER_NETWORK_CONTRACTING
SYN-DSNP-03,PRV0015,IN_NETWORK,2026-01-01,,2026-05-18,PROVIDER_NETWORK_CONTRACTING
SYN-DSNP-03,PRV0016,IN_NETWORK,2026-01-01,,2026-04-30,PROVIDER_NETWORK_CONTRACTING
SYN-DSNP-03,PRV0017,IN_NETWORK,2026-01-01,,2026-04-14,PROVIDER_NETWORK_CONTRACTING
SYN-DSNP-03,PRV0018,IN_NETWORK,2026-01-01,,2026-08-11,PROVIDER_NETWORK_CONTRACTING
SYN-DSNP-03,PRV0019,OUT_OF_NETWORK,2026-01-01,,2026-08-25,PROVIDER_NETWORK_CONTRACTING
SYN-DSNP-03,PRV0020,IN_NETWORK,2026-01-01,,2026-08-09,PROVIDER_NETWORK_CONTRACTING
SYN-DSNP-03,PRV0021,PENDING_VERIFICATION,2026-01-01,,2026-06-04,PROVIDER_NETWORK_CONTRACTING
SYN-DSNP-03,PRV0022,IN_NETWORK,2026-01-01,,2026-05-22,PROVIDER_NETWORK_CONTRACTING
SYN-DSNP-03,PRV0023,IN_NETWORK,2026-01-01,,2026-04-05,PROVIDER_NETWORK_CONTRACTING
SYN-DSNP-03,PRV0024,IN_NETWORK,2026-01-01,,2026-05-17,PROVIDER_NETWORK_CONTRACTING
SYN-DSNP-03,PRV0025,OUT_OF_NETWORK,2026-01-01,,2026-04-12,PROVIDER_NETWORK_CONTRACTING
SYN-DSNP-03,PRV0026,IN_NETWORK,2026-01-01,,2026-08-24,PROVIDER_NETWORK_CONTRACTING
SYN-DSNP-03,PRV0027,IN_NETWORK,2026-01-01,,2026-05-19,PROVIDER_NETWORK_CONTRACTING
SYN-DSNP-03,PRV0028,UNKNOWN,2026-01-01,,2026-05-11,PROVIDER_NETWORK_CONTRACTING
SYN-DSNP-03,PRV0029,UNKNOWN,2026-01-01,,2026-07-23,PROVIDER_NETWORK_CONTRACTING
SYN-DSNP-03,PRV0030,IN_NETWORK,2026-01-01,,2026-08-12,PROVIDER_NETWORK_CONTRACTING
SYN-DSNP-03,PRV0031,OUT_OF_NETWORK,2026-01-01,,2026-05-09,PROVIDER_NETWORK_CONTRACTING
SYN-DSNP-03,PRV0032,IN_NETWORK,2026-01-01,,2026-06-26,PROVIDER_NETWORK_CONTRACTING
SYN-DSNP-03,PRV0033,IN_NETWORK,2026-01-01,,2026-08-24,PROVIDER_NETWORK_CONTRACTING
SYN-DSNP-03,PRV0034,IN_NETWORK,2026-01-01,,2026-05-18,PROVIDER_NETWORK_CONTRACTING
SYN-DSNP-03,PRV0035,IN_NETWORK,2026-01-01,,2026-05-22,PROVIDER_NETWORK_CONTRACTING
SYN-DSNP-03,PRV0036,IN_NETWORK,2026-01-01,,2026-04-14,PROVIDER_NETWORK_CONTRACTING
SYN-DSNP-03,PRV0037,IN_NETWORK,2026-01-01,,2026-05-10,PROVIDER_NETWORK_CONTRACTING
